ID,Start time,Completion time,Email,Name,Please enter your Mechanical Turk ID,What is your Age?,What is your gender?,Are you a Fluent English Reader?,Are you a native English speaker?,Have you ever been diagnosed with a reading or learning disability?,"Do you have difficulty seeing text at close distances (1-3ft)?  E.g., do words appear blurry or unfocused?",How often do you read in English for leisure or personal interest?,How often do you read in English for any reason?,"If you had to read a 20 page book chapter, would you find it easier to read it in a digital or paper format? Assume you're at home without distractions and have access to both a comfortable chair ...","If you had to read a 1 page article of only text (no pictures), would you find it easier to read it in a digital or paper format? Assume you're at home without distractions and have access to both...","If you had to read a 1 page article of text with many large images, would you find it easier to read it in a digital or paper format? Assume you're at home without distractions and have access to ...",I am familiar with reading tables.,"Fill in the blank with the statement you agree with most:  
The default font size for text (e.g., in web pages, apps) on my phone is _______.",Reading on my Phone is hard
14,2022-04-12T10:16:21,2022-04-12T10:19:06,anonymous,,1648132731575,25,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,5,Mostly the right size,5
15,2022-04-12T10:17:21,2022-04-12T10:19:37,anonymous,,1646942408006 ,55,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Paper,4,Mostly the right size,4
16,2022-04-12T10:19:06,2022-04-12T10:20:31,anonymous,,1648324830546,30,Woman,True,False,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,4,Mostly too small,2
17,2022-04-12T10:20:26,2022-04-12T10:21:35,anonymous,,1646952217522,30,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Both the same,Digital,Paper,3,Mostly the right size,4
18,2022-04-12T10:20:48,2022-04-12T10:22:11,anonymous,,1648160458131,36,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,1,Mostly the right size,4
19,2022-04-12T10:20:55,2022-04-12T10:23:03,anonymous,,1648332179792,48,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,3,Mostly the right size,5
20,2022-04-12T10:20:35,2022-04-12T10:23:09,anonymous,,1648131704635,38,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,3,Mostly the right size,4
21,2022-04-12T10:23:09,2022-04-12T10:24:10,anonymous,,1646942116166,32,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,2-3 times a week,Digital,Digital,Digital,3,Mostly the right size,5
22,2022-04-12T10:23:04,2022-04-12T10:24:43,anonymous,,1648331965826,50,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly too small,4
23,2022-04-12T10:23:15,2022-04-12T10:24:45,anonymous,,1648158764515,43,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,2
24,2022-04-12T10:23:47,2022-04-12T10:24:48,anonymous,,1648158716812,24,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,2-3 times a week,Digital,Digital,Both the same,5,Mostly the right size,4
25,2022-04-12T10:25:21,2022-04-12T10:26:20,anonymous,,1648137944208,29,Woman,True,True,ADHD (any type);,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly too small,2
26,2022-04-12T10:22:52,2022-04-12T10:26:33,anonymous,,1648326250719,57,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,4
27,2022-04-12T10:25:24,2022-04-12T10:27:51,anonymous,,1648325325516,41,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Digital,3,Mostly the right size,4
28,2022-04-12T10:28:05,2022-04-12T10:29:50,anonymous,,1648326046522,28,Man,True,False,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,5,Mostly the right size,4
29,2022-04-12T10:29:00,2022-04-12T10:30:19,anonymous,,1648324799180,54,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,4
30,2022-04-12T10:29:08,2022-04-12T10:30:33,anonymous,,1648166920499 ,47,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Both the same,5,Mostly the right size,4
31,2022-04-12T10:33:21,2022-04-12T10:34:34,anonymous,,1648331733441,26,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Both the same,Both the same,Digital,5,Mostly the right size,1
32,2022-04-12T10:32:35,2022-04-12T10:34:39,anonymous,,1646944682205,28,Man,True,True,No;,"No, because I typically use vision correction for reading",Less than once a month,Daily or almost daily,Digital,Digital,Digital,5,Mostly the right size,3
33,2022-04-12T10:34:02,2022-04-12T10:34:58,anonymous,,1648136678543,28,Man,True,True,No;,"No, and I don't need vision correction for reading",Less than once a month,2-3 times a week,Both the same,Both the same,Both the same,5,Mostly the right size,5
34,2022-04-12T10:35:53,2022-04-12T10:37:16,anonymous,,1646942768541,40,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
35,2022-04-12T10:36:27,2022-04-12T10:37:57,anonymous,,1646952483546,28,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,5,Mostly the right size,5
36,2022-04-12T10:37:22,2022-04-12T10:38:36,anonymous,,1648326834282,36,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Digital,5,Mostly too big,2
37,2022-04-12T10:37:23,2022-04-12T10:39:13,anonymous,,1648324779156,54,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly too small,5
38,2022-04-12T10:43:49,2022-04-12T10:45:25,anonymous,,1646941986708,54,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Paper,Digital,5,Mostly the right size,3
39,2022-04-12T10:42:22,2022-04-12T10:45:56,anonymous,,1648332459559,55,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,5,Mostly the right size,4
40,2022-04-12T10:46:11,2022-04-12T10:47:06,anonymous,,1648329186512,25,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
41,2022-04-12T10:47:18,2022-04-12T10:50:35,anonymous,,1646942895852,59,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Paper,5,Mostly the right size,1
42,2022-04-12T10:49:57,2022-04-12T10:50:47,anonymous,,1648134147544,24,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Paper,Paper,4,Mostly too small,1
43,2022-04-12T10:50:38,2022-04-12T10:51:44,anonymous,,1646942197115,38,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
44,2022-04-12T10:51:09,2022-04-12T10:52:08,anonymous,,1648144183552,38,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Paper,5,Mostly too big,5
45,2022-04-12T10:50:24,2022-04-12T10:52:36,anonymous,,1646942293595,56,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,4,Mostly the right size,3
46,2022-04-12T10:52:50,2022-04-12T10:54:40,anonymous,,1648158444185,44,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,3,Mostly the right size,3
47,2022-04-12T10:53:54,2022-04-12T10:55:53,anonymous,,1648326083789,51,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,4
48,2022-04-12T10:55:20,2022-04-12T10:57:13,anonymous,,1646951786791,49,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Digital,5,Mostly the right size,3
49,2022-04-12T10:55:08,2022-04-12T10:57:29,anonymous,,1648325265776,62,Woman,True,True,No;,Unsure,Daily or almost daily,Daily or almost daily,Digital,Digital,Paper,3,Mostly too small,4
50,2022-04-12T11:01:55,2022-04-12T11:04:05,anonymous,,1648129601235,34,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,4
51,2022-04-12T11:10:45,2022-04-12T11:12:21,anonymous,,1648132859293,33,Man,True,False,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Digital,Digital,3,Mostly the right size,4
52,2022-04-12T11:12:26,2022-04-12T11:13:55,anonymous,,1648159424444,28,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Both the same,4,Mostly the right size,4
53,2022-04-12T11:16:08,2022-04-12T11:18:26,anonymous,,1648158649748 ,28,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Digital,3,Mostly the right size,4
54,2022-04-12T11:13:24,2022-04-12T11:21:53,anonymous,,1648134800220,27,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,4,Mostly the right size,4
55,2022-04-12T11:20:49,2022-04-12T11:22:13,anonymous,,1648339673080,53,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Digital,5,Mostly the right size,4
56,2022-04-12T11:23:11,2022-04-12T11:24:42,anonymous,,1648345495547,28,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Paper,5,Mostly the right size,1
57,2022-04-12T11:26:36,2022-04-12T11:27:24,anonymous,,1648324622234,34,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,2-3 times a week,Both the same,Both the same,Both the same,5,Mostly the right size,5
58,2022-04-12T11:29:35,2022-04-12T11:30:47,anonymous,,1648158913706,37,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Both the same,Both the same,4,Mostly the right size,4
59,2022-04-12T11:28:57,2022-04-12T11:32:10,anonymous,,1648167218991,28,Man,True,True,No;,"No, because I typically use vision correction for reading",2-3 times a week,Daily or almost daily,Digital,Digital,Paper,3,Mostly the right size,4
60,2022-04-12T11:32:24,2022-04-12T11:33:43,anonymous,,1648341507748 ,42,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Both the same,5,Mostly the right size,1
61,2022-04-12T11:32:30,2022-04-12T11:33:52,anonymous,,1648327201418,44,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,5,Mostly the right size,4
62,2022-04-12T11:32:46,2022-04-12T11:34:23,anonymous,,1646958712676,55,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,1
63,2022-04-12T11:34:19,2022-04-12T11:35:30,anonymous,,1648324538418,39,Man,True,True,No;,"No, because I typically use vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Paper,Paper,5,Mostly the right size,3
64,2022-04-12T11:39:05,2022-04-12T11:41:46,anonymous,,a2nzal7khor6vf,40,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,5,Mostly the right size,5
65,2022-04-12T11:40:04,2022-04-12T11:41:50,anonymous,,1648145387628,29,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Both the same,5,Mostly the right size,5
66,2022-04-12T11:41:52,2022-04-12T11:42:59,anonymous,,1646944167756,20,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,4
67,2022-04-12T11:46:14,2022-04-12T11:47:24,anonymous,,1646944355702,53,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Paper,3,Mostly too small,4
68,2022-04-12T11:47:52,2022-04-12T11:49:03,anonymous,,1648158654671,26,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,4,Mostly the right size,5
69,2022-04-12T11:49:09,2022-04-12T11:51:00,anonymous,,1648159419302 ,24,Woman,True,True,"Suspected, but not diagnosed;","Yes, even though I use vision correction for reading",1 time a week,2-3 times a week,Digital,Digital,Digital,5,Mostly too small,2
70,2022-04-12T11:49:40,2022-04-12T11:51:39,anonymous,,1646942741064,58,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,4
71,2022-04-12T11:50:52,2022-04-12T11:53:53,anonymous,,1648132515364,63,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,4,Mostly too small,4
72,2022-04-12T11:52:22,2022-04-12T11:55:30,anonymous,,1648168639199,33,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,1
73,2022-04-12T11:55:53,2022-04-12T11:57:50,anonymous,,1648160839343,38,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Paper,4,Mostly the right size,3
74,2022-04-12T11:57:54,2022-04-12T11:59:00,anonymous,,1646950494817,27,Man,True,True,ADHD (any type);,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,4
75,2022-04-12T11:57:54,2022-04-12T11:59:28,anonymous,,1646945699386,24,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Digital,4,Mostly too small,4
76,2022-04-12T11:59:20,2022-04-12T12:01:08,anonymous,,1646942625271,37,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Both the same,Digital,Both the same,3,Mostly the right size,2
77,2022-04-12T12:04:27,2022-04-12T12:05:23,anonymous,,1646949232181,34,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Both the same,5,Mostly the right size,4
78,2022-04-12T12:03:38,2022-04-12T12:05:54,anonymous,,1648159481824,37,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Paper,5,Mostly the right size,4
79,2022-04-12T12:08:42,2022-04-12T12:10:26,anonymous,,1646942338149,34,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Both the same,Paper,4,Mostly too small,3
80,2022-04-12T12:08:52,2022-04-12T12:10:36,anonymous,,1648324687277,38,Woman,True,True,"Suspected, but not diagnosed;","No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Both the same,3,Mostly the right size,4
81,2022-04-12T12:15:24,2022-04-12T12:17:20,anonymous,,1648173131785,32,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Both the same,Digital,4,Mostly the right size,5
82,2022-04-12T12:19:41,2022-04-12T12:29:19,anonymous,,1648132398000,42,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Digital,Digital,Digital,3,Mostly the right size,5
83,2022-04-12T12:28:22,2022-04-12T12:29:59,anonymous,,1648331483753 ,38,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Both the same,4,Mostly the right size,5
84,2022-04-12T12:35:32,2022-04-12T12:36:33,anonymous,,1648331709546,27,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Digital,4,Mostly the right size,3
85,2022-04-12T12:35:58,2022-04-12T12:36:51,anonymous,,1648160811283,33,Woman,True,True,"Suspected, but not diagnosed;","No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
86,2022-04-12T12:37:24,2022-04-12T12:38:24,anonymous,,1646950776292,38,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,5,Mostly the right size,2
87,2022-04-12T12:47:28,2022-04-12T12:50:23,anonymous,,1648325218936,71,Woman,True,True,No;,Unsure,Daily or almost daily,Daily or almost daily,Digital,Digital,Both the same,3,Mostly the right size,4
88,2022-04-12T12:54:19,2022-04-12T12:59:05,anonymous,,1648325093402,60,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly the right size,1
89,2022-04-12T12:59:17,2022-04-12T13:00:30,anonymous,,1646949826304,26,Man,True,True,No;,"No, and I don't need vision correction for reading",1-2 times a month,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,1
90,2022-04-12T12:58:32,2022-04-12T13:02:31,anonymous,,1648326016157,31,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Paper,Both the same,5,Mostly the right size,5
91,2022-04-12T13:12:01,2022-04-12T13:13:43,anonymous,,1646943861259,29,Man,True,True,No;,"No, because I typically use vision correction for reading",Less than once a month,Less than once a month,Digital,Digital,Digital,4,Mostly the right size,5
92,2022-04-12T13:18:06,2022-04-12T13:19:42,anonymous,,1646942511899,31,Woman,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Paper,Digital,5,Mostly the right size,4
93,2022-04-12T13:20:26,2022-04-12T13:22:02,anonymous,,1646942421759,29,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,5
94,2022-04-12T13:22:38,2022-04-12T13:25:49,anonymous,,1648325572506,50,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Both the same,Digital,5,Mostly the right size,5
95,2022-04-12T13:26:13,2022-04-12T13:27:34,anonymous,,1648137517343,29,Man,True,True,,"Yes, even though I use vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Paper,Digital,4,Mostly the right size,5
96,2022-04-12T13:32:36,2022-04-12T13:33:40,anonymous,,1646953195327,37,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,3,Mostly the right size,4
97,2022-04-12T13:34:15,2022-04-12T13:35:44,anonymous,,1648327832339,30,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
98,2022-04-12T13:45:20,2022-04-12T13:46:08,anonymous,,1648160895033,40,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Paper,3,Mostly the right size,4
99,2022-04-12T13:48:41,2022-04-12T13:50:30,anonymous,,1648324596668,45,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Paper,4,Mostly too small,2
100,2022-04-12T13:49:56,2022-04-12T13:50:43,anonymous,,1648324719663,27,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,5,Mostly the right size,1
101,2022-04-12T13:51:42,2022-04-12T13:54:39,anonymous,,1648324679534 ,53,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Digital,4,Mostly the right size,3
102,2022-04-12T13:54:20,2022-04-12T13:57:08,anonymous,,1646949590138,31,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,4
103,2022-04-12T14:01:08,2022-04-12T14:02:28,anonymous,,1646944589276,51,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Paper,4,Mostly the right size,5
104,2022-04-12T14:00:45,2022-04-12T14:02:57,anonymous,, 1648335450665,53,Woman,True,True,No;,"Yes, even though I use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,1,Mostly too small,3
105,2022-04-12T14:07:03,2022-04-12T14:11:25,anonymous,,1648159792546,42,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,5
106,2022-04-12T14:11:18,2022-04-12T14:13:08,anonymous,,1648331920447 ,28,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
107,2022-04-12T14:11:52,2022-04-12T14:13:13,anonymous,,1648160775832,42,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,5,Mostly the right size,4
108,2022-04-12T14:24:03,2022-04-12T14:25:34,anonymous,,1648159234828,28,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Paper,Paper,5,Mostly the right size,5
109,2022-04-12T14:24:34,2022-04-12T14:26:00,anonymous,,1646943707752,37,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly the right size,3
110,2022-04-12T14:27:37,2022-04-12T14:29:41,anonymous,,1646946086156,39,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Paper,4,Mostly the right size,3
111,2022-04-12T14:31:13,2022-04-12T14:32:11,anonymous,,null,29,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
112,2022-04-12T14:31:42,2022-04-12T14:33:15,anonymous,,1648331789134,33,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,4,Mostly the right size,3
113,2022-04-12T12:51:36,2022-04-12T14:35:13,anonymous,,1648131861381,29,Man,True,True,,"Yes, even though I use vision correction for reading",1-2 times a month,1 time a week,Paper,Both the same,Both the same,5,Mostly the right size,2
114,2022-04-12T14:37:21,2022-04-12T14:39:33,anonymous,,1646942264826,42,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Both the same,Both the same,4,Mostly too small,2
115,2022-04-12T14:40:39,2022-04-12T14:41:29,anonymous,,1646950022215,47,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,4,Mostly too small,2
116,2022-04-12T14:40:47,2022-04-12T14:42:56,anonymous,,1646942062917,61,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Digital,4,Mostly the right size,4
117,2022-04-12T14:48:30,2022-04-12T14:49:56,anonymous,,1648158792662,31,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,5,Mostly the right size,4
118,2022-04-12T14:54:08,2022-04-12T14:55:15,anonymous,,1648170770876,33,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Digital,Digital,5,Mostly the right size,1
119,2022-04-12T14:54:16,2022-04-12T14:55:32,anonymous,,1648136785315,23,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Paper,Digital,4,Mostly the right size,5
